pred,actual,seqs,loss
0.2915022373199463,0,99547,0.3446083962917328
0.3284543454647064,0,74702,0.3981732726097107
0.28667569160461426,0,240538,0.3378191292285919
0.3560223877429962,0,87892,0.4400913119316101
0.3512817919254303,0,127278,0.43275684118270874
0.6367919445037842,1,47220,0.4513123035430908
0.33422064781188965,1,238997,1.0959539413452148
0.49864646792411804,1,67125,0.6958579421043396
0.7138321995735168,1,2917,0.3371073603630066
0.39984452724456787,1,73562,0.9166795015335083
0.48200711607933044,0,72024,0.6577937602996826
0.6179659962654114,1,24746,0.4813218414783478
0.44802555441856384,0,219289,0.5942535400390625
0.29608267545700073,0,222609,0.3510943651199341
0.6987957954406738,1,29722,0.3583967089653015
0.51619952917099,1,75794,0.6612619161605835
0.6199980974197388,1,17780,0.47803884744644165
0.3217478394508362,0,109544,0.3882361352443695
0.5306391716003418,0,145881,0.7563834190368652
0.38947808742523193,0,238661,0.493441104888916
0.5784927010536194,0,87367,0.8639181852340698
0.4452296793460846,0,166515,0.5892010927200317
0.3933625817298889,0,80920,0.49982398748397827
0.4154455363750458,0,145434,0.5369052886962891
0.43841516971588135,0,91221,0.5769924521446228
0.5352091193199158,0,111859,0.7661677002906799
0.7107702493667603,1,7177,0.34140604734420776
0.4751637876033783,0,111233,0.6446690559387207
0.5647244453430176,0,37149,0.8317760229110718
0.60782390832901,1,114418,0.4978700578212738
0.459035724401474,0,71134,0.6144020557403564
0.44449153542518616,0,80171,0.5878714323043823
0.5225076675415039,1,78545,0.6491156220436096
0.3841003179550171,0,216753,0.4846711754798889
0.36161383986473083,0,123268,0.44881191849708557
0.5895084738731384,1,39064,0.5284661650657654
0.6692206859588623,1,14303,0.4016413986682892
0.2825145721435547,0,113668,0.3320026397705078
0.3748449981212616,1,133752,0.9812426567077637
0.5542986989021301,0,134340,0.8081063032150269
0.3557167053222656,0,277917,0.43961673974990845
0.2935471832752228,0,126860,0.3474988639354706
0.389178603887558,1,102108,0.9437168836593628
0.6972359418869019,1,1550,0.36063140630722046
0.2832866907119751,0,248271,0.33307936787605286
0.3491368591785431,0,147543,0.42945587635040283
0.2885931134223938,0,257248,0.3405107259750366
0.34916719794273376,0,91332,0.4295025169849396
0.3648882210254669,0,162601,0.45395427942276
0.5266544818878174,0,158091,0.7479296922683716
0.6542946100234985,1,15245,0.42419755458831787
0.6581535935401917,1,22187,0.41831696033477783
0.3051992952823639,0,220021,0.3641302287578583
0.28678545355796814,0,135911,0.3379729986190796
0.3696390688419342,0,79946,0.46146273612976074
0.5934141874313354,0,100581,0.8999602794647217
0.6037561297416687,1,18253,0.5045849084854126
0.35360637307167053,0,168329,0.4363466203212738
0.438205361366272,1,42684,0.8250676393508911
0.29963940382003784,0,251066,0.35615992546081543
0.3182194232940674,0,77877,0.3830474019050598
0.5825948119163513,1,12489,0.5402633547782898
0.30215364694595337,0,107455,0.35975632071495056
0.6073834300041199,1,7445,0.4985949993133545
0.6500505805015564,1,13528,0.43070510029792786
0.6975760459899902,1,1147,0.3601437509059906
0.6123210787773132,1,48049,0.49049848318099976
0.3523075580596924,0,144068,0.434339314699173
0.5574626922607422,1,29270,0.5843597054481506
0.6591406464576721,1,42867,0.4168183505535126
0.2975550591945648,0,256067,0.35318824648857117
0.3376086950302124,0,101001,0.41189879179000854
0.6955176591873169,1,20990,0.3630988895893097
0.6397028565406799,0,71463,1.0208262205123901
0.40401750802993774,1,88862,0.9062970876693726
0.4021977186203003,0,61602,0.5144951939582825
0.5423009395599365,1,7370,0.6119341850280762
0.5801406502723694,0,66663,0.867835521697998
0.3586302399635315,0,93980,0.4441491365432739
0.45463165640830994,1,90600,0.7882677316665649
0.30619263648986816,1,99389,1.1835408210754395
0.32350292801856995,0,146312,0.39082714915275574
0.3427742123603821,0,142327,0.4197276532649994
0.5607919096946716,1,96926,0.5784053802490234
0.7259746193885803,1,5658,0.32024022936820984
0.3180775046348572,0,190795,0.38283926248550415
0.43752968311309814,1,169650,0.8266107439994812
0.6417120099067688,1,27231,0.4436156749725342
