pred,actual,seqs,loss
0.5003861784934998,0,74702,0.693919837474823
0.5001207590103149,1,19978,0.6929056644439697
0.5205113291740417,0,64456,0.7350350022315979
0.4728446304798126,0,248271,0.6402599811553955
0.5213498473167419,1,18253,0.6513339877128601
0.4956114888191223,1,96926,0.701962947845459
0.5041660070419312,0,146036,0.7015141248703003
0.4925493597984314,1,48049,0.7081605792045593
0.5226047039031982,1,78545,0.6489299535751343
0.49860379099845886,0,90302,0.6903586387634277
0.483097642660141,0,238661,0.6599012613296509
0.5086891055107117,1,169650,0.6759182214736938
0.49069932103157043,0,135911,0.6747167110443115
0.5079233050346375,1,88862,0.6774247884750366
0.4992678165435791,0,216753,0.6916838884353638
0.49459078907966614,0,99547,0.6823868751525879
0.5192127227783203,1,42867,0.6554416418075562
0.5057490468025208,0,204472,0.7047119140625
0.49975836277008057,0,66663,0.6926640272140503
0.5011786818504333,0,107960,0.6955073475837708
0.5036181211471558,0,168329,0.7004097104072571
0.506460428237915,0,220021,0.7061522603034973
0.5037475824356079,0,91221,0.700670599937439
0.49527859687805176,0,107455,0.6837486624717712
0.49683088064193726,0,113668,0.6868289709091187
0.5156844258308411,1,41038,0.6622602939605713
0.49743834137916565,0,146312,0.6880369186401367
0.5188884735107422,1,47220,0.6560662984848022
0.5053050518035889,0,98249,0.7038139700889587
0.5349853038787842,1,42684,0.6255159974098206
0.4839248061180115,0,127696,0.6615027785301208
0.4835394024848938,0,137701,0.6607562899589539
0.4963318705558777,0,71134,0.6858376860618591
0.5032253861427307,0,156584,0.6996188759803772
0.508492112159729,1,133752,0.6763055920600891
0.4870167374610901,0,96990,0.667512059211731
0.49401965737342834,0,127930,0.6812574863433838
0.5121840834617615,0,132154,0.7178171873092651
0.5162193179130554,1,23459,0.6612235903739929
0.5139909982681274,1,158666,0.6655495166778564
0.48665496706962585,0,195398,0.6668070554733276
0.5133562684059143,0,141953,0.7202230095863342
0.5003949403762817,0,110696,0.693937361240387
0.5003980398178101,0,80171,0.6939435601234436
0.4888583719730377,0,144199,0.6711085438728333
0.4905182719230652,0,87892,0.6743612885475159
0.4792254567146301,0,257248,0.6524380445480347
0.4968443214893341,0,166515,0.686855673789978
0.5400615334510803,1,1550,0.6160721778869629
0.5304230451583862,1,8244,0.6340804100036621
0.4878872334957123,0,92854,0.6692104339599609
0.5497142672538757,1,14303,0.5983566641807556
0.5206079483032227,1,23766,0.652758002281189
0.4887661337852478,1,51091,0.7158711552619934
0.4862116575241089,0,152433,0.6659438610076904
0.48673200607299805,0,37149,0.6669571399688721
0.5028919577598572,0,101001,0.6989479064941406
0.49765604734420776,0,177046,0.6884702444076538
0.5290736556053162,1,1741,0.6366276144981384
0.4912835657596588,0,156529,0.6758645176887512
0.4855183959007263,0,61602,0.6645954847335815
0.5143375396728516,1,17700,0.6648755669593811
0.4757261276245117,0,222609,0.6457411050796509
0.4927176237106323,1,75794,0.7078190445899963
0.4815284013748169,0,147543,0.6568700075149536
0.48161575198173523,0,70398,0.6570385098457336
0.4950914680957794,1,46182,0.7030127644538879
0.49089372158050537,1,99389,0.7115276455879211
0.49982959032058716,1,22187,0.6934880614280701
0.4862198531627655,1,162850,0.7210943698883057
0.5166317224502563,1,12369,0.6604250073432922
0.49533140659332275,0,83968,0.6838533282279968
0.46867576241493225,0,277917,0.6323828101158142
0.5168605446815491,1,1147,0.6599822044372559
0.4873357117176056,0,127278,0.6681340336799622
0.4791684150695801,0,114695,0.6523285508155823
0.4898354113101959,0,134469,0.6730219125747681
0.4837653338909149,0,111859,0.66119384765625
0.49107804894447327,1,114418,0.711152195930481
0.503700315952301,1,29270,0.6857737898826599
0.4834413230419159,0,87367,0.6605663895606995
0.4867176413536072,1,177069,0.7200711369514465
0.5057188868522644,1,7480,0.6817743182182312
0.5071932077407837,1,39064,0.6788632869720459
0.47910434007644653,0,126860,0.6522055268287659
0.5026776194572449,1,29722,0.687806248664856
0.49921444058418274,1,238997,0.6947195529937744
0.48184388875961304,0,144068,0.6574786901473999
0.5131680369377136,1,5658,0.667151927947998
0.4682369828224182,0,181554,0.6315573453903198
0.5192083716392517,1,1519,0.6554499864578247
0.47788506746292114,0,80920,0.6498675346374512
0.5097914934158325,0,106275,0.7129244804382324
0.5024300217628479,1,25399,0.6882989406585693
0.5083725452423096,1,15245,0.676540732383728
0.49233993887901306,0,123268,0.677943229675293
0.4837416112422943,0,82902,0.6611478924751282
0.5077477097511292,1,67125,0.6777706146240234
0.4946143627166748,0,139303,0.6824334859848022
0.4873749613761902,0,167489,0.6682106256484985
0.4954570531845093,1,102108,0.7022746205329895
0.5270662903785706,1,15029,0.6404289603233337
0.48727720975875854,0,158091,0.6680199503898621
0.49718743562698364,0,77877,0.6875377893447876
0.5189343690872192,1,13528,0.6559778451919556
0.5084147453308105,1,27231,0.6764577627182007
0.5162044167518616,1,19695,0.6612524390220642
0.4610344171524048,0,190795,0.618103563785553
0.4912033677101135,0,100581,0.6757068634033203
0.5060456395149231,1,13745,0.6811284422874451
0.510453999042511,1,68651,0.6724547743797302
